Date: 2025-05-01 16:06:21, Time_Cost: 425s, Epoch: [1/200], Train_PSNR: 19.29, Val_PSNR: 19.22, Val_SSIM: 0.6219
Date: 2025-05-01 18:47:12, Time_Cost: 465s, Epoch: [23/200], Train_PSNR: 21.59, Val_PSNR: 20.85, Val_SSIM: 0.6717
Date: 2025-05-01 18:54:48, Time_Cost: 456s, Epoch: [24/200], Train_PSNR: 21.62, Val_PSNR: 20.83, Val_SSIM: 0.6741
Date: 2025-05-01 19:02:35, Time_Cost: 467s, Epoch: [25/200], Train_PSNR: 21.64, Val_PSNR: 20.99, Val_SSIM: 0.6746
Date: 2025-05-01 19:10:15, Time_Cost: 460s, Epoch: [26/200], Train_PSNR: 21.70, Val_PSNR: 20.88, Val_SSIM: 0.6753
Date: 2025-05-01 19:17:39, Time_Cost: 444s, Epoch: [27/200], Train_PSNR: 21.69, Val_PSNR: 20.92, Val_SSIM: 0.6747
Date: 2025-05-01 19:25:19, Time_Cost: 460s, Epoch: [28/200], Train_PSNR: 21.79, Val_PSNR: 21.02, Val_SSIM: 0.6743
Date: 2025-05-01 19:33:04, Time_Cost: 465s, Epoch: [29/200], Train_PSNR: 21.82, Val_PSNR: 20.99, Val_SSIM: 0.6753
Date: 2025-05-01 19:40:37, Time_Cost: 453s, Epoch: [30/200], Train_PSNR: 21.83, Val_PSNR: 21.04, Val_SSIM: 0.6749
Date: 2025-05-01 19:48:16, Time_Cost: 459s, Epoch: [31/200], Train_PSNR: 21.88, Val_PSNR: 20.96, Val_SSIM: 0.6739
Date: 2025-05-01 19:55:58, Time_Cost: 462s, Epoch: [32/200], Train_PSNR: 21.91, Val_PSNR: 20.96, Val_SSIM: 0.6756
Date: 2025-05-01 20:03:48, Time_Cost: 470s, Epoch: [33/200], Train_PSNR: 21.93, Val_PSNR: 21.02, Val_SSIM: 0.6770
Date: 2025-05-01 20:11:36, Time_Cost: 469s, Epoch: [34/200], Train_PSNR: 21.96, Val_PSNR: 20.97, Val_SSIM: 0.6767
Date: 2025-05-01 20:19:28, Time_Cost: 471s, Epoch: [35/200], Train_PSNR: 22.18, Val_PSNR: 21.08, Val_SSIM: 0.6775
Date: 2025-05-01 20:27:22, Time_Cost: 475s, Epoch: [36/200], Train_PSNR: 22.22, Val_PSNR: 21.16, Val_SSIM: 0.6776
Date: 2025-05-01 20:35:14, Time_Cost: 471s, Epoch: [37/200], Train_PSNR: 22.24, Val_PSNR: 21.10, Val_SSIM: 0.6770
Date: 2025-05-01 20:43:10, Time_Cost: 476s, Epoch: [38/200], Train_PSNR: 22.27, Val_PSNR: 21.11, Val_SSIM: 0.6782
Date: 2025-05-01 20:51:21, Time_Cost: 491s, Epoch: [39/200], Train_PSNR: 22.28, Val_PSNR: 21.11, Val_SSIM: 0.6778
Date: 2025-05-01 20:59:39, Time_Cost: 498s, Epoch: [40/200], Train_PSNR: 22.30, Val_PSNR: 21.10, Val_SSIM: 0.6793
Date: 2025-05-01 21:07:51, Time_Cost: 492s, Epoch: [41/200], Train_PSNR: 22.42, Val_PSNR: 21.19, Val_SSIM: 0.6800
Date: 2025-05-01 21:16:13, Time_Cost: 502s, Epoch: [42/200], Train_PSNR: 22.44, Val_PSNR: 21.18, Val_SSIM: 0.6799
Date: 2025-05-01 21:24:47, Time_Cost: 514s, Epoch: [43/200], Train_PSNR: 22.46, Val_PSNR: 21.16, Val_SSIM: 0.6791
Date: 2025-05-01 21:33:12, Time_Cost: 506s, Epoch: [44/200], Train_PSNR: 22.47, Val_PSNR: 21.18, Val_SSIM: 0.6795
Date: 2025-05-01 21:41:34, Time_Cost: 502s, Epoch: [45/200], Train_PSNR: 22.47, Val_PSNR: 21.18, Val_SSIM: 0.6794
Date: 2025-05-01 21:49:53, Time_Cost: 499s, Epoch: [46/200], Train_PSNR: 22.54, Val_PSNR: 21.18, Val_SSIM: 0.6806
Date: 2025-05-01 21:57:49, Time_Cost: 476s, Epoch: [47/200], Train_PSNR: 22.55, Val_PSNR: 21.20, Val_SSIM: 0.6797
Date: 2025-05-01 22:05:33, Time_Cost: 464s, Epoch: [48/200], Train_PSNR: 22.56, Val_PSNR: 21.18, Val_SSIM: 0.6789
Date: 2025-05-01 22:13:36, Time_Cost: 483s, Epoch: [49/200], Train_PSNR: 22.57, Val_PSNR: 21.20, Val_SSIM: 0.6802
Date: 2025-05-01 22:21:48, Time_Cost: 492s, Epoch: [50/200], Train_PSNR: 22.58, Val_PSNR: 21.21, Val_SSIM: 0.6796
Date: 2025-05-01 22:29:57, Time_Cost: 489s, Epoch: [51/200], Train_PSNR: 22.58, Val_PSNR: 21.19, Val_SSIM: 0.6804
Date: 2025-05-01 22:38:03, Time_Cost: 486s, Epoch: [52/200], Train_PSNR: 22.59, Val_PSNR: 21.20, Val_SSIM: 0.6798
Date: 2025-05-01 22:46:02, Time_Cost: 479s, Epoch: [53/200], Train_PSNR: 22.59, Val_PSNR: 21.19, Val_SSIM: 0.6794
Date: 2025-05-01 22:54:05, Time_Cost: 483s, Epoch: [54/200], Train_PSNR: 22.59, Val_PSNR: 21.19, Val_SSIM: 0.6802
Date: 2025-05-01 23:02:14, Time_Cost: 489s, Epoch: [55/200], Train_PSNR: 22.64, Val_PSNR: 21.20, Val_SSIM: 0.6803
Date: 2025-05-01 23:10:29, Time_Cost: 496s, Epoch: [56/200], Train_PSNR: 22.64, Val_PSNR: 21.20, Val_SSIM: 0.6798
Date: 2025-05-01 23:18:43, Time_Cost: 493s, Epoch: [57/200], Train_PSNR: 22.64, Val_PSNR: 21.19, Val_SSIM: 0.6797
Date: 2025-05-01 23:26:54, Time_Cost: 491s, Epoch: [58/200], Train_PSNR: 22.65, Val_PSNR: 21.21, Val_SSIM: 0.6801
Date: 2025-05-01 23:35:11, Time_Cost: 497s, Epoch: [59/200], Train_PSNR: 22.66, Val_PSNR: 21.21, Val_SSIM: 0.6797
Date: 2025-05-01 23:43:46, Time_Cost: 515s, Epoch: [60/200], Train_PSNR: 22.67, Val_PSNR: 21.20, Val_SSIM: 0.6802
Date: 2025-05-01 23:52:01, Time_Cost: 495s, Epoch: [61/200], Train_PSNR: 22.67, Val_PSNR: 21.20, Val_SSIM: 0.6802
Date: 2025-05-02 00:00:08, Time_Cost: 487s, Epoch: [62/200], Train_PSNR: 22.67, Val_PSNR: 21.21, Val_SSIM: 0.6798
Date: 2025-05-02 00:08:15, Time_Cost: 486s, Epoch: [63/200], Train_PSNR: 22.67, Val_PSNR: 21.21, Val_SSIM: 0.6801
Date: 2025-05-02 00:16:16, Time_Cost: 482s, Epoch: [64/200], Train_PSNR: 22.68, Val_PSNR: 21.21, Val_SSIM: 0.6802
Date: 2025-05-02 00:24:31, Time_Cost: 495s, Epoch: [65/200], Train_PSNR: 22.68, Val_PSNR: 21.21, Val_SSIM: 0.6803
Date: 2025-05-02 00:32:41, Time_Cost: 490s, Epoch: [66/200], Train_PSNR: 22.68, Val_PSNR: 21.22, Val_SSIM: 0.6804
Date: 2025-05-02 00:41:11, Time_Cost: 509s, Epoch: [67/200], Train_PSNR: 22.68, Val_PSNR: 21.20, Val_SSIM: 0.6803
Date: 2025-05-02 00:49:55, Time_Cost: 524s, Epoch: [68/200], Train_PSNR: 22.68, Val_PSNR: 21.21, Val_SSIM: 0.6802
Date: 2025-05-02 00:58:34, Time_Cost: 519s, Epoch: [69/200], Train_PSNR: 22.68, Val_PSNR: 21.21, Val_SSIM: 0.6800
Date: 2025-05-02 01:07:08, Time_Cost: 514s, Epoch: [70/200], Train_PSNR: 22.69, Val_PSNR: 21.20, Val_SSIM: 0.6802
Date: 2025-05-02 01:15:50, Time_Cost: 522s, Epoch: [71/200], Train_PSNR: 22.69, Val_PSNR: 21.21, Val_SSIM: 0.6803
Date: 2025-05-02 01:24:35, Time_Cost: 525s, Epoch: [72/200], Train_PSNR: 22.69, Val_PSNR: 21.21, Val_SSIM: 0.6802
Date: 2025-05-02 01:33:10, Time_Cost: 514s, Epoch: [73/200], Train_PSNR: 22.70, Val_PSNR: 21.21, Val_SSIM: 0.6802
Date: 2025-05-02 01:41:57, Time_Cost: 527s, Epoch: [74/200], Train_PSNR: 22.70, Val_PSNR: 21.21, Val_SSIM: 0.6801
Date: 2025-05-02 01:50:44, Time_Cost: 527s, Epoch: [75/200], Train_PSNR: 22.70, Val_PSNR: 21.21, Val_SSIM: 0.6802
Date: 2025-05-02 01:59:42, Time_Cost: 538s, Epoch: [76/200], Train_PSNR: 22.70, Val_PSNR: 21.21, Val_SSIM: 0.6801
Date: 2025-05-02 02:08:40, Time_Cost: 538s, Epoch: [77/200], Train_PSNR: 22.70, Val_PSNR: 21.21, Val_SSIM: 0.6802
Date: 2025-05-02 02:17:31, Time_Cost: 531s, Epoch: [78/200], Train_PSNR: 22.70, Val_PSNR: 21.21, Val_SSIM: 0.6802
Date: 2025-05-02 02:26:37, Time_Cost: 546s, Epoch: [79/200], Train_PSNR: 22.71, Val_PSNR: 21.21, Val_SSIM: 0.6802
Date: 2025-05-02 02:35:36, Time_Cost: 539s, Epoch: [80/200], Train_PSNR: 22.71, Val_PSNR: 21.21, Val_SSIM: 0.6802
Date: 2025-05-02 02:44:45, Time_Cost: 549s, Epoch: [81/200], Train_PSNR: 22.71, Val_PSNR: 21.21, Val_SSIM: 0.6802
Date: 2025-05-02 02:54:10, Time_Cost: 565s, Epoch: [82/200], Train_PSNR: 22.71, Val_PSNR: 21.21, Val_SSIM: 0.6802
Date: 2025-05-02 03:03:25, Time_Cost: 555s, Epoch: [83/200], Train_PSNR: 22.71, Val_PSNR: 21.21, Val_SSIM: 0.6802
Date: 2025-05-02 03:12:42, Time_Cost: 557s, Epoch: [84/200], Train_PSNR: 22.71, Val_PSNR: 21.21, Val_SSIM: 0.6802
Date: 2025-05-02 03:22:02, Time_Cost: 560s, Epoch: [85/200], Train_PSNR: 22.71, Val_PSNR: 21.21, Val_SSIM: 0.6802
Date: 2025-05-02 03:31:07, Time_Cost: 545s, Epoch: [86/200], Train_PSNR: 22.71, Val_PSNR: 21.21, Val_SSIM: 0.6802
Date: 2025-05-02 03:40:15, Time_Cost: 548s, Epoch: [87/200], Train_PSNR: 22.71, Val_PSNR: 21.21, Val_SSIM: 0.6802
Date: 2025-05-02 03:49:34, Time_Cost: 559s, Epoch: [88/200], Train_PSNR: 22.71, Val_PSNR: 21.21, Val_SSIM: 0.6802
